,Date,UserID,Group,Engagement,CTR
0,2024-07-01,U0000000,Baseline,64.91104908610609,0.015201197654278985
1,2024-07-02,U0000000,Baseline,61.00085618170676,0.040848106080105855
2,2024-07-03,U0000000,Baseline,63.45471294681487,0.03054832576385276
3,2024-07-04,U0000000,Baseline,60.76514531749602,0.04339368745152328
4,2024-07-05,U0000000,Baseline,59.86643718675525,0.025249260278170857
5,2024-07-06,U0000000,Baseline,61.119076017100745,0.0114504236318614
6,2024-07-07,U0000000,Baseline,64.07101463465878,0.022882631931278017
7,2024-07-08,U0000000,Baseline,58.230167840024976,0.025990371594324
8,2024-07-09,U0000000,Baseline,55.60238951146851,0.03996087998779219
9,2024-07-10,U0000000,Baseline,60.49276817658265,0.020232865299239323
10,2024-07-11,U0000000,Baseline,60.53933490195898,0.032876634821472746
11,2024-07-12,U0000000,Baseline,61.74004598253621,0.02302239540588552
12,2024-07-13,U0000000,Baseline,58.892600191218236,0.036484755667913996
13,2024-07-14,U0000000,Baseline,56.857835301377534,0.027150534263959504
14,2024-07-15,U0000000,Baseline,60.87080649108571,0.0299541932856542
15,2024-07-16,U0000000,Baseline,59.93316444852943,0.01359762805344513
16,2024-07-17,U0000000,Baseline,65.70920577060848,0.038682921600702004
17,2024-07-18,U0000000,Baseline,60.694143825517756,0.019560573845923874
18,2024-07-19,U0000000,Baseline,58.79281601149855,0.0341753492272384
19,2024-07-20,U0000000,Baseline,64.02744738929687,0.02889656652421395
20,2024-07-21,U0000000,Baseline,60.060020413872856,0.015692256391037586
21,2024-07-22,U0000000,Baseline,66.81840449197182,0.020047688601056803
22,2024-07-23,U0000000,Baseline,59.81818473090653,0.029915457692956622
23,2024-07-24,U0000000,Baseline,63.49111113983689,0.029312596811148374
24,2024-07-25,U0000000,Baseline,53.83071653390699,0.01389090664786057
25,2024-07-26,U0000000,Baseline,58.755696172465754,0.02740722339211827
26,2024-07-27,U0000000,Baseline,62.71201889537968,0.012379374140488977
27,2024-07-28,U0000000,Baseline,61.95148493451544,0.026272252542820007
28,2024-07-29,U0000000,Baseline,55.12246589478689,0.029043173897625632
29,2024-07-30,U0000000,Baseline,55.78531798746824,0.03645374605123044
30,2024-07-31,U0000000,Baseline,59.03588880859801,0.028863058463693324
31,2024-08-01,U0000000,Baseline,59.25540725642527,0.02511190998982022
32,2024-08-02,U0000000,Baseline,63.920544012767294,0.029088542345316368
33,2024-08-03,U0000000,Baseline,58.30924063175528,0.03309224605418954
34,2024-08-04,U0000000,Baseline,62.76153662968234,0.025650757120100495
35,2024-08-05,U0000000,Baseline,60.45916011712943,0.036047659372488786
36,2024-08-06,U0000000,Baseline,59.8762738336035,0.020468531025001832
37,2024-08-07,U0000000,Baseline,58.92448257789084,0.016911082088879502
38,2024-08-08,U0000000,Baseline,64.91885956388336,0.024270164639583626
39,2024-08-09,U0000000,Baseline,59.9840750394505,0.02284584428905242
40,2024-08-10,U0000000,Baseline,62.32868651919188,0.04670684037323257
41,2024-08-11,U0000000,Baseline,58.93987113124692,0.016796777999104125
42,2024-08-12,U0000000,Baseline,62.65840440982739,0.015029253915747694
43,2024-08-13,U0000000,Baseline,63.6408618207503,0.02865242591827131
44,2024-08-14,U0000000,Baseline,57.85814645647112,0.04329223264136453
45,2024-08-15,U0000000,Baseline,63.927714172487605,0.018506415264961468
46,2024-08-16,U0000000,Baseline,60.652889630173675,0.0375340761888299
47,2024-08-17,U0000000,Baseline,60.023814846270724,0.019234487040989297
48,2024-08-18,U0000000,Baseline,61.77055898493977,0.04460039154535311
49,2024-08-19,U0000000,Baseline,58.08112090851005,0.03685538483246711
50,2024-08-20,U0000000,Baseline,62.163801985133745,0.042317549896146674
51,2024-08-21,U0000000,Baseline,60.886245513129296,0.0115255559515028
52,2024-08-22,U0000000,Baseline,62.74889623325246,0.046321998322139166
53,2024-08-23,U0000000,Baseline,69.43891866038933,0.031883928659370155
54,2024-08-24,U0000000,Baseline,58.16540032172411,0.02311017607568299
55,2024-08-25,U0000000,Baseline,58.58870577562973,0.03618781778065583
56,2024-08-26,U0000000,Baseline,57.069366002114016,0.01972064246945062
