,Date,UserID,Group,Engagement,CTR
0,2024-01-01,U0000000,Baseline,64.35598509378308,0.010571083991660117
1,2024-01-02,U0000000,Baseline,58.951725556165954,0.021495773952666768
2,2024-01-03,U0000000,Baseline,59.14532225080497,0.024909440068492935
3,2024-01-04,U0000000,Baseline,57.894816755900166,0.030044286789932387
4,2024-01-05,U0000000,Baseline,64.66080551497566,0.017957561532958022
5,2024-01-06,U0000000,Baseline,58.607150199601634,0.04230944819960847
6,2024-01-07,U0000000,Baseline,63.9477394627917,0.015641706079909067
7,2024-01-08,U0000000,Baseline,55.69587339000411,0.017727991998155633
8,2024-01-09,U0000000,Baseline,63.129432887401826,0.04224697357684274
9,2024-01-10,U0000000,Baseline,57.83370977754897,0.042905506594528985
10,2024-01-11,U0000000,Baseline,59.97642310330991,0.04519307796831762
11,2024-01-12,U0000000,Baseline,58.33959679742083,0.029839996217976852
12,2024-01-13,U0000000,Baseline,57.83205851865109,0.03538282708877373
13,2024-01-14,U0000000,Baseline,63.15656422664422,0.04073729256376207
14,2024-01-15,U0000000,Baseline,62.555307332401966,0.014298399608326486
15,2024-01-16,U0000000,Baseline,58.78553491555909,0.026757562618594473
16,2024-01-17,U0000000,Baseline,59.752266638384064,0.020969553924267234
17,2024-01-18,U0000000,Baseline,61.65277310102028,0.015267268196679114
18,2024-01-19,U0000000,Baseline,58.777592126998535,0.02833650939521895
19,2024-01-20,U0000000,Baseline,58.41436628166615,0.012495917624188625
20,2024-01-21,U0000000,Baseline,57.79420763681892,0.03186937383688329
21,2024-01-22,U0000000,Baseline,60.941231357942186,0.035862061426857154
22,2024-01-23,U0000000,Baseline,59.93078326634243,0.03566837124133979
23,2024-01-24,U0000000,Baseline,58.31724246321366,0.025538847783354017
24,2024-01-25,U0000000,Baseline,60.50390825086099,0.03456203238529127
25,2024-01-26,U0000000,Baseline,58.893391737461734,0.029179342676228542
26,2024-01-27,U0000000,Baseline,60.66872104725146,0.04322344045676637
27,2024-01-28,U0000000,Baseline,61.86315738254193,0.015536433602344444
28,2024-01-29,U0000000,Baseline,61.09861529216204,0.024942312033949726
29,2024-01-30,U0000000,Baseline,59.554867894695896,0.01654423134310743
30,2024-01-31,U0000000,Baseline,59.89069541259331,0.037707570131879135
31,2024-02-01,U0000000,Baseline,61.78899722245384,0.036810580653994965
32,2024-02-02,U0000000,Baseline,61.06367580117008,0.037712281378881454
33,2024-02-03,U0000000,Baseline,62.51675936753897,0.023179049799652938
34,2024-02-04,U0000000,Baseline,61.6106465611824,0.026041740784582212
35,2024-02-05,U0000000,Baseline,59.68151521909059,0.04544432770714769
36,2024-02-06,U0000000,Baseline,63.124133797769105,0.014714827414217103
37,2024-02-07,U0000000,Baseline,64.09265740738002,0.04488942199468195
38,2024-02-08,U0000000,Baseline,65.78844227038017,0.02532042256445102
39,2024-02-09,U0000000,Baseline,57.16475247267422,0.019135084375642795
40,2024-02-10,U0000000,Baseline,60.763694425575224,0.010670707123890392
41,2024-02-11,U0000000,Baseline,62.494761338703185,0.03287572144118069
42,2024-02-12,U0000000,Baseline,61.13568893378836,0.04259229687340338
43,2024-02-13,U0000000,Baseline,55.77882034294927,0.02348166276973457
44,2024-02-14,U0000000,Baseline,60.930903325150254,0.01113886139460429
45,2024-02-15,U0000000,Baseline,62.21554573364778,0.04416457432700778
46,2024-02-16,U0000000,Baseline,59.85914463696576,0.04427873911293297
47,2024-02-17,U0000000,Baseline,59.90981203095951,0.03575577809379646
48,2024-02-18,U0000000,Baseline,60.854960183466616,0.03628739735194233
49,2024-02-19,U0000000,Baseline,60.66598369066207,0.015059140075283728
50,2024-02-20,U0000000,Baseline,60.67267704407002,0.030550553312232512
51,2024-02-21,U0000000,Baseline,63.11882172239279,0.04100497908372622
52,2024-02-22,U0000000,Baseline,59.50108131346563,0.03174118218334892
53,2024-02-23,U0000000,Baseline,58.88938441670427,0.04561623846970017
54,2024-02-24,U0000000,Baseline,59.57448490173697,0.03950850164391232
55,2024-02-25,U0000000,Baseline,60.48679730355686,0.018988585715849673
56,2024-02-26,U0000000,Baseline,59.333639493308254,0.0417825649289712
57,2024-02-27,U0000000,Baseline,63.35452389328363,0.037574166068312854
58,2024-02-28,U0000000,Baseline,57.845006827664534,0.012732875294786596
59,2024-02-29,U0000000,Baseline,60.785972757556856,0.014953315547943751
60,2024-03-01,U0000000,Baseline,62.163209566134796,0.03079979632481194
61,2024-03-02,U0000000,Baseline,58.1662997694692,0.011020827527817002
62,2024-03-03,U0000000,Baseline,57.217198957310984,0.019688109502093994
63,2024-03-04,U0000000,Baseline,61.13454854119379,0.037455028737832005
64,2024-03-05,U0000000,Baseline,61.21946453952875,0.04563157407457011
65,2024-03-06,U0000000,Baseline,57.35389415990346,0.04117841559446604
66,2024-03-07,U0000000,Baseline,60.29186577473077,0.032977327402612354
67,2024-03-08,U0000000,Baseline,56.67518134885752,0.04053324334290274
68,2024-03-09,U0000000,Baseline,60.325170002718316,0.03248476067049785
69,2024-03-10,U0000000,Baseline,58.575078976999016,0.031129991825654388
70,2024-03-11,U0000000,Baseline,56.139279328953705,0.030482819990783075
71,2024-03-12,U0000000,Baseline,63.38349741491254,0.03750956130497946
72,2024-03-13,U0000000,Baseline,57.608709826037845,0.012964844511569807
73,2024-03-14,U0000000,Baseline,62.463334031546474,0.023944883589067233
74,2024-03-15,U0000000,Baseline,57.53917541853253,0.03777782266942357
75,2024-03-16,U0000000,Baseline,61.70159920307423,0.012972133715729259
76,2024-03-17,U0000000,Baseline,62.29074503712229,0.017559280173569385
77,2024-03-18,U0000000,Baseline,58.9245051488689,0.03368240689311551
78,2024-03-19,U0000000,Baseline,62.312871489729645,0.020084694014746808
79,2024-03-20,U0000000,Baseline,60.49384536371266,0.012951334290933997
80,2024-03-21,U0000000,Baseline,62.47691124413892,0.04338299701536189
81,2024-03-22,U0000000,Baseline,62.18724461537625,0.04425620445261663
82,2024-03-23,U0000000,Baseline,61.65062048182272,0.044914250871633456
83,2024-03-24,U0000000,Baseline,60.710481234982886,0.03068904522426305
84,2024-03-25,U0000000,Baseline,60.93663920585822,0.024665085877640838
85,2024-03-26,U0000000,Baseline,62.02193372028335,0.02813471149967616
86,2024-03-27,U0000000,Baseline,62.894762926765885,0.04404688226639506
87,2024-03-28,U0000000,Baseline,65.79206608301251,0.04377764965931973
88,2024-03-29,U0000000,Baseline,61.43793874179106,0.016855160297320496
89,2024-03-30,U0000000,Baseline,60.14669184276601,0.015133553536358159
90,2024-03-31,U0000000,Baseline,60.42469704108425,0.011345035780017965
91,2024-04-01,U0000000,Baseline,57.78353483559001,0.04483451093049838
92,2024-04-02,U0000000,Baseline,59.1710268684243,0.015302269659335198
93,2024-04-03,U0000000,Baseline,58.0675318268,0.039828704453721754
94,2024-04-04,U0000000,Baseline,61.56784156959557,0.03160580329507742
95,2024-04-05,U0000000,Baseline,59.9710713491761,0.04233527793338036
96,2024-04-06,U0000000,Baseline,65.8016671702981,0.039435153689468774
97,2024-04-07,U0000000,Baseline,56.05482984752995,0.020895215312523627
98,2024-04-08,U0000000,Baseline,66.6788990004582,0.011128451851276302
99,2024-04-09,U0000000,Baseline,59.797409210634484,0.032020324704590306
100,2024-04-10,U0000000,Baseline,63.6208599589624,0.02196252981164304
101,2024-04-11,U0000000,Baseline,59.70676824399187,0.04284340535229756
102,2024-04-12,U0000000,Baseline,57.443332586850524,0.03904929325760632
103,2024-04-13,U0000000,Baseline,61.13068387290602,0.032690868288601654
104,2024-04-14,U0000000,Baseline,60.122415803597235,0.03511416923893845
105,2024-04-15,U0000000,Baseline,58.938764587725046,0.0437728904519521
106,2024-04-16,U0000000,Baseline,61.05188706589076,0.03242644033987632
107,2024-04-17,U0000000,Baseline,60.21052585023298,0.04052836000522271
108,2024-04-18,U0000000,Baseline,65.06750195023346,0.020890061640510826
109,2024-04-19,U0000000,Baseline,63.073215489463536,0.03178000801537172
110,2024-04-20,U0000000,Baseline,61.82705110704853,0.037861926681852946
111,2024-04-21,U0000000,Baseline,61.38715361693061,0.03580056904597023
112,2024-04-22,U0000000,Baseline,59.441378489229166,0.03481485922504778
113,2024-04-23,U0000000,Baseline,62.367021266178256,0.026865299538595143
114,2024-04-24,U0000000,Baseline,57.30966344838282,0.02507977505450412
115,2024-04-25,U0000000,Baseline,56.35393454595393,0.02203985630200174
116,2024-04-26,U0000000,Baseline,57.790115776013685,0.0457682903552878
117,2024-04-27,U0000000,Baseline,65.19887267633558,0.035068335111327315
118,2024-04-28,U0000000,Baseline,59.61505208456862,0.02297835045182144
119,2024-04-29,U0000000,Baseline,57.285561009376636,0.03940027822186537
120,2024-04-30,U0000000,Baseline,57.52384078837183,0.019689590027793136
121,2024-05-01,U0000000,Baseline,62.49395241261975,0.041470101755589205
122,2024-05-02,U0000000,Baseline,63.81101043684707,0.03126146627953961
123,2024-05-03,U0000000,Baseline,60.6900058109713,0.03706884400243276
124,2024-05-04,U0000000,Baseline,64.19075133632359,0.031130228728156788
125,2024-05-05,U0000000,Baseline,60.64312947006714,0.02740159440684943
126,2024-05-06,U0000000,Baseline,59.10449920084337,0.024228286001189706
127,2024-05-07,U0000000,Baseline,59.914324610172116,0.01344530105908759
128,2024-05-08,U0000000,Baseline,60.96096445169227,0.035451954476373095
129,2024-05-09,U0000000,Baseline,60.86338809346932,0.03115323433645186
130,2024-05-10,U0000000,Baseline,60.09879606360809,0.023044350525300378
131,2024-05-11,U0000000,Baseline,57.53226362925474,0.01870177326288109
132,2024-05-12,U0000000,Baseline,56.545449890197446,0.04368988571886518
133,2024-05-13,U0000000,Baseline,62.36952687766214,0.0434487751765352
134,2024-05-14,U0000000,Baseline,59.21486531847066,0.01754223439608402
135,2024-05-15,U0000000,Baseline,59.651342263732566,0.028626094259519355
136,2024-05-16,U0000000,Baseline,58.377463417329146,0.019532954042384604
137,2024-05-17,U0000000,Baseline,62.002863719892844,0.04135348472081969
138,2024-05-18,U0000000,Baseline,64.82771541532748,0.01901359551018061
139,2024-05-19,U0000000,Baseline,57.36864622320012,0.014252897972512871
