,Date,UserID,Group,Engagement,CTR
0,2024-07-01,U0000000,Baseline,62.68166052835845,0.040497128560782414
1,2024-07-02,U0000000,Baseline,61.00733121128057,0.020694099048701925
2,2024-07-03,U0000000,Baseline,57.91747031294881,0.01716419249441098
3,2024-07-04,U0000000,Baseline,58.48743990699473,0.04425093565075117
4,2024-07-05,U0000000,Baseline,57.63983337981222,0.024733164811689818
5,2024-07-06,U0000000,Baseline,60.0709803200399,0.033714361855445796
6,2024-07-07,U0000000,Baseline,50.686789128392306,0.03705781760625775
7,2024-07-08,U0000000,Baseline,60.000088663503526,0.04572639325897854
8,2024-07-09,U0000000,Baseline,56.9139500502195,0.028267833068234514
9,2024-07-10,U0000000,Baseline,55.7425090755764,0.026677554033268963
10,2024-07-11,U0000000,Baseline,59.454526136381865,0.022590448349419756
11,2024-07-12,U0000000,Baseline,55.674918708452566,0.02984435656901549
12,2024-07-13,U0000000,Baseline,54.14485848972628,0.035118407212993315
13,2024-07-14,U0000000,Baseline,56.43406450736889,0.012350677026149472
14,2024-07-15,U0000000,Baseline,53.22673902135426,0.04230718169950185
15,2024-07-16,U0000000,Baseline,57.1206949530732,0.015259513586020262
16,2024-07-17,U0000000,Baseline,50.83806130075068,0.04635509698193506
17,2024-07-18,U0000000,Baseline,55.41317647764332,0.034748449776742504
18,2024-07-19,U0000000,Baseline,56.11477460101213,0.02006081303480052
19,2024-07-20,U0000000,Baseline,58.61311608126467,0.02938766331970736
20,2024-07-21,U0000000,Baseline,51.39515050942198,0.03965928403493544
21,2024-07-22,U0000000,Baseline,57.08244278511859,0.018921400859282372
22,2024-07-23,U0000000,Baseline,57.843399875575116,0.04661915149404744
23,2024-07-24,U0000000,Baseline,54.77371077686245,0.03757387816612354
24,2024-07-25,U0000000,Baseline,51.75798612227945,0.02922013868124909
25,2024-07-26,U0000000,Baseline,51.62254431663321,0.027846798312832897
26,2024-07-27,U0000000,Baseline,56.44782087707312,0.019225080993078084
27,2024-07-28,U0000000,Baseline,53.55863587081478,0.030654038289289948
28,2024-07-29,U0000000,Baseline,52.29783856505305,0.014092336506431966
29,2024-07-30,U0000000,Baseline,50.691369547291174,0.042700716681460006
30,2024-07-31,U0000000,Baseline,49.28665794904402,0.01545121859855866
31,2024-08-01,U0000000,Baseline,52.31806852029696,0.03751828700178955
32,2024-08-02,U0000000,Baseline,47.60508315522956,0.030111143833379705
33,2024-08-03,U0000000,Baseline,49.4635724295242,0.04149387435111387
34,2024-08-04,U0000000,Baseline,53.360366757883995,0.02365885518750229
35,2024-08-05,U0000000,Baseline,53.37061063225694,0.044197003502280355
36,2024-08-06,U0000000,Baseline,47.14143607222374,0.02190180949643059
37,2024-08-07,U0000000,Baseline,46.578000713865904,0.033490332859451875
38,2024-08-08,U0000000,Baseline,51.46389022116588,0.02438135040012391
39,2024-08-09,U0000000,Baseline,52.55291276492995,0.043294626403549835
40,2024-08-10,U0000000,Baseline,49.68306377480023,0.02156070081606175
41,2024-08-11,U0000000,Baseline,49.021796952317445,0.040533411869937225
42,2024-08-12,U0000000,Baseline,50.840392546849635,0.04054261305198723
43,2024-08-13,U0000000,Baseline,46.17113780319386,0.024852127350150213
44,2024-08-14,U0000000,Baseline,50.91277813699216,0.013512487823209412
45,2024-08-15,U0000000,Baseline,47.991287855794035,0.03739792029057788
46,2024-08-16,U0000000,Baseline,48.77226798565953,0.013513336106693715
47,2024-08-17,U0000000,Baseline,46.148319361917586,0.014130988698390568
48,2024-08-18,U0000000,Baseline,44.692370184348185,0.011361538026628338
49,2024-08-19,U0000000,Baseline,46.00600686870179,0.03526051798017752
50,2024-08-20,U0000000,Baseline,48.06765910252811,0.03145542280328196
51,2024-08-21,U0000000,Baseline,50.131957065035365,0.01149131641042101
52,2024-08-22,U0000000,Baseline,44.80825637106827,0.041155480155632876
53,2024-08-23,U0000000,Baseline,48.166641691947405,0.040449855748714264
54,2024-08-24,U0000000,Baseline,44.61395681014692,0.01225171154204969
55,2024-08-25,U0000000,Baseline,43.09812153507972,0.04068647162367063
56,2024-08-26,U0000000,Baseline,46.30193223161567,0.04589084730532009
57,2024-08-27,U0000000,Baseline,40.30479257884425,0.021290419862018278
58,2024-08-28,U0000000,Baseline,43.19241495228383,0.011560983255656966
59,2024-08-29,U0000000,Baseline,42.47353282115137,0.03207252020470301
60,2024-08-30,U0000000,Baseline,47.5471390021176,0.019785779417077702
61,2024-08-31,U0000000,Baseline,42.73163438140706,0.029732300801356012
62,2024-09-01,U0000000,Baseline,44.43963873688721,0.02101835087793347
63,2024-09-02,U0000000,Baseline,47.684041462852385,0.040554088084152964
64,2024-09-03,U0000000,Baseline,44.754771600246066,0.03475500987473766
65,2024-09-04,U0000000,Baseline,42.94579871864671,0.012082106001916552
66,2024-09-05,U0000000,Baseline,43.26154650534305,0.038139354898922034
67,2024-09-06,U0000000,Baseline,43.84450743078075,0.038204728470113636
68,2024-09-07,U0000000,Baseline,44.9621140150457,0.04220610642522375
69,2024-09-08,U0000000,Baseline,48.33916809975642,0.012452805868085235
70,2024-09-09,U0000000,Baseline,40.70340514239341,0.04347546354476405
71,2024-09-10,U0000000,Baseline,44.57704843633688,0.041162973732939534
